product_name,description,brand,rating,image_url,link
Löwengrip Advanced Skin Care Cell Renewal Facial Exfoliant 75ml,Bestow your skin with a deep-cleansing treatment using the ,Löwengrip,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/12081475-2014662348260967.jpg,https://www.lookfantastic.com/lowengrip-advanced-skin-care-cell-renewal-facial-exfoliant-75ml/12081475.html
Westlab Himalayan Salt 1kg,Detoxify your body with the,Westlab,4.8,https://static.thcdn.com/images/large/original//productimg/1600/1600/10546714-1284849495028319.jpg,https://www.lookfantastic.com/westlab-himalayan-salt-1kg/10546714.html
Westlab Dead Sea Salt 1kg,Treat itchy or dry skin to the ,Westlab,4.88,https://static.thcdn.com/images/large/original//productimg/1600/1600/10546715-1434849495766535.jpg,https://www.lookfantastic.com/westlab-dead-sea-salt-1kg/10546715.html
INIKA Phytofuse Renew Caviar Lime Exfoliator,Australian natural and organic beauty brand ,INIKA,4,https://static.thcdn.com/images/large/original//productimg/1600/1600/12450160-7734749685770567.jpg,https://www.lookfantastic.com/inika-phytofuse-renew-caviar-lime-exfoliator/12450160.html
,description,brand,rating,image_url,https://www.lookfantastic.com/ilapothecary-powerful-purifying-face-scrub-50g/12032520.html
Westlab Sleep Bathing Salts 1000g,Slip into a restful slumber with,Westlab,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/12042467-1684849495369602.jpg,https://www.lookfantastic.com/westlab-sleep-bathing-salts-1000g/12042467.html
Westlab Mindful Bathing Salts 1000g,Take time out for yourself with ,Westlab,4.6,https://static.thcdn.com/images/large/original//productimg/1600/1600/12042468-2264849495426941.jpg,https://www.lookfantastic.com/westlab-mindful-bathing-salts-1000g/12042468.html
Westlab Recover Bathing Salts 1000g,Take time out for yourself with ,Westlab,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/12042465-6224849495254114.jpg,https://www.lookfantastic.com/westlab-recover-bathing-salts-1000g/12042465.html
Westlab Relaxing Dead Sea Salt Bath Fizzer,Unwind after a busy day with ,Westlab,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11665891-1084672477155240.jpg,https://www.lookfantastic.com/westlab-relaxing-dead-sea-salt-bath-fizzer/11665891.html
Westlab Reviving Epsom Salt Bath Fizzer," allows you to experience a refreshing, stimulating soak. Combining mineral-rich Epsom Salt with Spearmint and Eucalyptus Essential Oils, the bath bomb revives tired, aching muscles to leave you feeling restored and revitalised around the clock.",Westlab,4.67,https://static.thcdn.com/images/large/original/productimg/1600/1600/11665889-1404672486326105.jpg,https://www.lookfantastic.com/westlab-reviving-epsom-salt-bath-fizzer/11665889.html
Bubble T Summer Fruits Tea Bath Bomb Fizzers (10 x 8g),Discover the sweet and uplifting fragrance of ,Bubble T,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11909796-8784619889342621.jpg,https://www.lookfantastic.com/bubble-t-summer-fruits-tea-bath-bomb-fizzers-10-x-8g/11909796.html
,description,brand,rating,image_url,https://www.lookfantastic.com/westlab-himalayan-salt-5kg/11227751.html
AHAVA Liquid Dead Sea Salt 200ml,Experience the benefits of bathing in the Dead Sea with ,AHAVA,3,https://static.thcdn.com/images/large/original//productimg/1600/1600/11286026-1874857486600300.jpg,https://www.lookfantastic.com/ahava-liquid-dead-sea-salt-200ml/11286026.html
Bubble T Bath Fizzer - Hibiscus & Acai Berry Tea 180g,Simply drop the ,Bubble T,4.83,https://static.thcdn.com/images/large/original/productimg/1600/1600/11284524-1314617047329161.jpg,https://www.lookfantastic.com/bubble-t-bath-fizzer-hibiscus-acai-berry-tea-180g/11284524.html
Westlab Cleansing Himalayan Salt Bath Fizzer,Enjoy a purifying soak with ,Westlab,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11665890-3874672476347013.jpg,https://www.lookfantastic.com/westlab-cleansing-himalayan-salt-bath-fizzer/11665890.html
,description,brand,rating,image_url,https://www.lookfantastic.com/sea-magik-salted-turmeric-serenity-salts-1kg/12062261.html
Sanctuary Spa Exquisite Bath Salts (Rose Radiance),Feel calm and rejuvenated when using ,Sanctuary Spa,5,https://static.thcdn.com/images/large/original//productimg/1600/1600/12255323-4934776660905574.jpg,https://www.lookfantastic.com/sanctuary-spa-exquisite-bath-salts-rose-radiance/12255323.html
Westlab Cleanse Bathing Salts 1000g,Take time out for yourself with ,Westlab,4,https://static.thcdn.com/images/large/original//productimg/1600/1600/12042466-1524849495311771.jpg,https://www.lookfantastic.com/westlab-cleanse-bathing-salts-1000g/12042466.html
Sea Magik Activated Charcoal Salts 1kg,Rejuvenate your mind and body with ,Sea Magik,3,https://static.thcdn.com/images/large/original/productimg/1600/1600/11863730-2054608751333668.jpg,https://www.lookfantastic.com/sea-magik-activated-charcoal-salts-1kg/11863730.html
,description,brand,rating,image_url,https://www.lookfantastic.com/bubble-t-bath-salts-moroccan-mint-tea-500g/12322519.html
,description,brand,rating,image_url,https://www.lookfantastic.com/sea-magik-himalayan-spa-salts-1kg/11863732.html
,description,brand,rating,image_url,https://www.lookfantastic.com/sea-magik-epsom-spa-salts-5kg/11974756.html
,description,brand,rating,image_url,https://www.lookfantastic.com/sea-magik-epsom-spa-salts-1kg/11863731.html
Mauli Himalayan Healing Salts 460g,Take time to disconnect and unwind with the ,Mauli,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11377497-1264622459373396.jpg,https://www.lookfantastic.com/mauli-himalayan-healing-salts-460g/11377497.html
,description,brand,rating,image_url,https://www.lookfantastic.com/cowshed-sleep-calming-bath-salts/12201685.html
AHAVA Natural Dead Sea Bath Salts,Enjoy a restorative soak with ,AHAVA,3.75,https://static.thcdn.com/images/large/original/productimg/1600/1600/11293891-3342041198776787.jpg,https://www.lookfantastic.com/ahava-natural-dead-sea-bath-salts/11293891.html
Ortigia Fico d'India Bath Salts (500g),"Are you suffering from tired limbs and tender skin? Look no further than the Fico D'india Bath Salts from Ortigia. Just a handful of these bath salts is all you need for the making of a soothing tub time session. The Fico D'india salts dissolve in the bath, making the water incredibly soft and enriched with a beautifully fresh fragrance of fig and cedar. And relax! - R.H",Ortigia,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/10957691-1424657413531498.jpg,https://www.lookfantastic.com/ortigia-fico-d-india-bath-salts-500g/10957691.html
Spa Magik Organiks Muscle Therapy Ache Away Eucalyptus Bath Salts,Ease aches and pains with the ,Sea Magik,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11391760-4174479625650204.jpg,https://www.lookfantastic.com/spa-magik-organiks-muscle-therapy-ache-away-eucalyptus-bath-salts/11391760.html
,description,brand,rating,image_url,https://www.lookfantastic.com/l-a-bruket-marigold-orange-and-geranium-sea-salt-bath-450g/12191147.html
,description,brand,rating,image_url,https://www.lookfantastic.com/ila-spa-bath-salts-for-cleansing-500g/11355243.html
Bubble T Bath Salts Hibiscus & Acai Berry Tea 500g,Transform your bath time into a tranquil oasis of relaxation with ,Bubble T,4.5,https://static.thcdn.com/images/large/original//productimg/1600/1600/12322517-1574719129324306.jpg,https://www.lookfantastic.com/bubble-t-bath-salts-hibiscus-acai-berry-tea-500g/12322517.html
Spa Magik Organiks Sleep Therapy Deep Sleep Lavender Bath Salts,Encourage a good night’s sleep with ,Sea Magik,3,https://static.thcdn.com/images/large/original/productimg/1600/1600/11391758-2744479625582203.jpg,https://www.lookfantastic.com/spa-magik-organiks-sleep-therapy-deep-sleep-lavender-bath-salts/11391758.html
,description,brand,rating,image_url,https://www.lookfantastic.com/bubble-t-bath-salts-lemongrass-green-tea-500g/12322518.html
Westlab Reviving Shower Wash with Pure Epsom Salt Minerals 400ml,"Relieve tired, stiff muscles with the ",Westlab,4.7,https://static.thcdn.com/images/large/original//productimg/1600/1600/11755306-1884861957018365.jpg,https://www.lookfantastic.com/westlab-reviving-shower-wash-with-pure-epsom-salt-minerals-400ml/11755306.html
,description,brand,rating,image_url,https://www.lookfantastic.com/l-a-bruket-no.-090-sea-salt-bath-salt-300g/11369959.html
Bulldog Lemon & Bergamot Shower Gel 500ml,Start your day right with the ,Bulldog Skincare for Men,4,https://static.thcdn.com/images/large/original/productimg/1600/1600/12117257-1994678728669903.jpg,https://www.lookfantastic.com/bulldog-lemon-bergamot-shower-gel-500ml/12117257.html
,description,brand,rating,image_url,https://www.lookfantastic.com/sea-magik-himalayan-spa-salts-5kg/11974757.html
Westlab Cleansing Shower Wash with Pure Himalayan Salt Minerals 400ml,Deeply cleanse and nourish skin with the ,Westlab,4.65,https://static.thcdn.com/images/large/original//productimg/1600/1600/11755307-2094861957056405.jpg,https://www.lookfantastic.com/westlab-cleansing-shower-wash-with-pure-himalayan-salt-minerals-400ml/11755307.html
Molton Brown Delicious Rhubarb and Rose Bath and Shower Gel (300ml),Fragrance Family: Gourmand.,Molton Brown,4.81,https://static.thcdn.com/images/large/original/productimg/1600/1600/11082964-2064601203069926.jpg,https://www.lookfantastic.com/molton-brown-delicious-rhubarb-and-rose-bath-and-shower-gel-300ml/11082964.html
Bulldog Peppermint & Eucalyptus Shower Gel 500ml,"Minty and refreshing, ",Bulldog Skincare for Men,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/12117255-6284678681154175.jpg,https://www.lookfantastic.com/bulldog-peppermint-eucalyptus-shower-gel-500ml/12117255.html
Molton Brown Coastal Cypress & Sea Fennel Bath and Shower Gel 300ml,Fragrance Family: Marine.,Molton Brown,4.91,https://static.thcdn.com/images/large/original/productimg/1600/1600/11739213-1294619596159422.jpg,https://www.lookfantastic.com/molton-brown-coastal-cypress-sea-fennel-bath-and-shower-gel-300ml/11739213.html
,description,brand,rating,image_url,https://www.lookfantastic.com/bulldog-original-shower-gel-500ml/12117256.html
Elizabeth Arden White Tea Shower Gel 400ml,Purify skin with the ,Elizabeth Arden,4.2,https://static.thcdn.com/images/large/original/productimg/1600/1600/11394277-1104454285923587.jpg,https://www.lookfantastic.com/elizabeth-arden-white-tea-shower-gel-400ml/11394277.html
,description,brand,rating,image_url,https://www.lookfantastic.com/ameliorate-nourishing-body-wash-200ml/12673794.html
Molton Brown Fiery Pink Bath and Shower Gel 300ml,Fragrance Family: Woody.,Molton Brown,4.58,https://static.thcdn.com/images/large/original/productimg/1600/1600/10881870-1184601194955124.jpg,https://www.lookfantastic.com/molton-brown-fiery-pink-bath-and-shower-gel-300ml/10881870.html
L'Oréal Paris Men Expert Total Clean Shower Gel 300ml,Cleanse and refresh your body from top to toe with the ,LOréal Paris Men Expert,4.75,https://static.thcdn.com/images/large/original//productimg/1600/1600/11324335-4784818372325074.jpg,https://www.lookfantastic.com/l-oreal-paris-men-expert-total-clean-shower-gel-300ml/11324335.html
Jo Malone London Lime Basil and Mandarin Soap 100g,"A luxurious, cleansing treat, the ",Jo Malone London,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/12079152-2024697615645043.jpg,https://www.lookfantastic.com/jo-malone-london-lime-basil-and-mandarin-soap-100g/12079152.html
Molton Brown Black Peppercorn Body Wash 300ml,Fragrance Family: Spicy,Molton Brown,4.81,https://static.thcdn.com/images/large/original//productimg/1600/1600/10881872-1824860934218198.jpg,https://www.lookfantastic.com/molton-brown-black-peppercorn-body-wash-300ml/10881872.html
Molton Brown Orange & Bergamot Bath and Shower Gel,Fragrance Family: Citrus,Molton Brown,4.25,https://static.thcdn.com/images/large/original/productimg/1600/1600/10881881-5464601196767136.jpg,https://www.lookfantastic.com/molton-brown-orange-bergamot-bath-and-shower-gel/10881881.html
Molton Brown Russian Leather Bath & Shower Gel 300ml,Fragrance Family: Woody.,Molton Brown,5,https://static.thcdn.com/images/large/original/productimg/1600/1600/11538185-6624619589168177.jpg,https://www.lookfantastic.com/molton-brown-russian-leather-bath-shower-gel-300ml/11538185.html
Sukin Botanical Body Wash (500ml),"Free from S.L.S and S.L.E.S, Sukin Botanical Body Wash stimulates the senses to revive a tired body. Perfect to wake you up in the morning, the wash contains softening jojoba, avocado and rosehip oils to soften, hydrate and purify your skin.",Sukin,4.75,https://static.thcdn.com/images/large/original//productimg/1600/1600/10961551-8004864241579115.jpg,https://www.lookfantastic.com/sukin-botanical-body-wash-500ml/10961551.html
Bulldog Black Pepper & Vetiver Shower Gel 500ml,Relax your senses with the ,Bulldog Skincare for Men,4,https://static.thcdn.com/images/large/original/productimg/1600/1600/12117258-2064677872515338.jpg,https://www.lookfantastic.com/bulldog-black-pepper-vetiver-shower-gel-500ml/12117258.html
Burt's Bees Baby Bee Shampoo & Body Wash (236ml),"With Burt’s Bees Baby Shampoo & Body Wash in hand, you’re just one step from a fuss free bathtime! The pure and natural tear free formula combines gentle cleansing and moisturising coconut and sunflower oils for a deeply nourishing, all in one baby wash.",,4.89,https://static.thcdn.com/images/large/original//productimg/1600/1600/10542794-7214845917797863.jpg,https://www.lookfantastic.com/burt-s-bees-baby-bee-shampoo-body-wash-235ml/10542794.html
Rituals The Ritual of Sakura Foaming Shower Gel (200ml),Experience a nurturing cleanse with ,Rituals,4.84,https://static.thcdn.com/images/large/original/productimg/1600/1600/11264136-8694525002636150.jpg,https://www.lookfantastic.com/rituals-the-ritual-of-sakura-foaming-shower-gel-200ml/11264136.html
Molton Brown Ylang-Ylang Bath and Shower Gel 300ml,Fragrance Family: Floriental,Molton Brown,4.88,https://static.thcdn.com/images/large/original//productimg/1600/1600/10881874-1394837627293759.jpg,https://www.lookfantastic.com/molton-brown-ylang-ylang-bath-and-shower-gel-300ml/10881874.html
Molton Brown Jasmine & Sun Rose Bath & Shower Gel,Fragrance Family: Chypre.,Molton Brown,4.71,https://static.thcdn.com/images/large/original/productimg/1600/1600/11835660-1624604525467158.jpg,https://www.lookfantastic.com/molton-brown-jasmine-sun-rose-bath-shower-gel/11835660.html
